,genre_ids
7697,"['Comedy', 'Crime', 'Family']"
7698,"['Drama', 'Romance']"
7699,"['Drama', 'Western']"
7700,"['Comedy', 'Crime', 'Romance']"
7701,"['Crime', 'Thriller']"
7702,"['Comedy', 'Romance']"
7703,['Animation']
7704,"['Romance', 'Drama', 'Fantasy']"
7705,"['Horror', 'Thriller', 'Adventure']"
7706,"['Drama', 'Comedy']"
7707,['Comedy']
7708,"['Fantasy', 'Animation']"
7709,"['Action', 'Adventure', 'Animation', 'Science Fiction', 'Drama']"
7710,"['Adventure', 'Drama']"
7711,"['Drama', 'Romance']"
7712,"['Adventure', 'Family', 'Fantasy']"
7713,"['War', 'Comedy']"
7714,"['Fantasy', 'Horror']"
7715,"['Music', 'Romance', 'Comedy', 'Drama']"
7716,['Drama']
7717,"['Drama', 'Crime', 'Western']"
7718,"['Drama', 'Fantasy']"
7719,"['Horror', 'Thriller', 'Mystery']"
7720,"['History', 'War', 'Drama']"
7721,['Horror']
7722,"['Comedy', 'Music']"
7723,"['Horror', 'Thriller']"
7724,"['Drama', 'Romance']"
7725,"['Action', 'Crime', 'Drama', 'Thriller']"
7726,"['Documentary', 'Family']"
7727,"['Horror', 'Thriller']"
7728,"['Family', 'Comedy']"
7729,"['Comedy', 'Drama', 'Family']"
7730,"['Science Fiction', 'Horror']"
7731,"['Drama', 'Science Fiction', 'Thriller']"
7732,"['Adventure', 'Action', 'Science Fiction', 'Thriller']"
7733,"['Documentary', 'Music']"
7734,"['Thriller', 'Crime', 'Drama']"
7735,"['Drama', 'War']"
7736,['Mystery']
7737,"['Fantasy', 'Family']"
7738,"['Horror', 'Science Fiction', 'Comedy', 'TV Movie']"
7739,"['Family', 'Fantasy', 'Animation', 'Adventure']"
7740,"['Horror', 'Thriller', 'Drama']"
7741,"['Drama', 'Romance']"
7742,"['Horror', 'Science Fiction']"
7743,"['Crime', 'Drama']"
7744,"['Mystery', 'Family', 'Animation', 'Adventure', 'Comedy']"
7745,"['Comedy', 'Drama']"
7746,"['Action', 'Adventure', 'Family', 'Science Fiction']"
7747,"['Comedy', 'Horror', 'Mystery']"
7748,"['History', 'Drama']"
7749,"['Drama', 'Documentary']"
7750,"['Drama', 'Romance', 'War']"
7751,"['Drama', 'Crime', 'Thriller']"
7752,"['Drama', 'Romance']"
7753,"['Horror', 'Action', 'War']"
7754,['Horror']
7755,"['Music', 'Drama', 'History']"
7756,"['Documentary', 'Animation']"
7757,"['Fantasy', 'Horror']"
7758,"['Thriller', 'Drama']"
7759,"['Adventure', 'Action', 'Comedy']"
7760,"['Action', 'Adventure', 'Thriller']"
7761,"['Drama', 'Music', 'Romance']"
7762,"['Horror', 'Mystery', 'Thriller']"
7763,"['Horror', 'Comedy', 'Crime']"
7764,"['Drama', 'Comedy']"
7765,"['Comedy', 'Fantasy', 'Drama']"
7766,"['Drama', 'Adventure', 'Family']"
7767,"['Family', 'TV Movie', 'Animation']"
7768,"['Comedy', 'Drama', 'Crime']"
7769,"['Comedy', 'Romance']"
7770,"['Action', 'Crime', 'Thriller']"
7771,"['Animation', 'Adventure', 'Science Fiction']"
7772,['Comedy']
7773,"['Action', 'Horror', 'Science Fiction', 'Thriller']"
7774,['Comedy']
7775,"['Adventure', 'Action', 'Thriller']"
7776,"['Fantasy', 'Animation']"
7777,['Comedy']
7778,"['Action', 'Animation', 'Science Fiction']"
7779,"['Drama', 'Romance', 'Comedy']"
7780,"['Horror', 'Thriller']"
7781,"['Drama', 'History']"
7782,"['Comedy', 'Music', 'Drama']"
7783,"['Comedy', 'Family', 'Science Fiction']"
7784,"['Fantasy', 'Animation', 'Comedy']"
7785,"['Western', 'Action', 'Drama']"
7786,"['Crime', 'Drama']"
7787,"['Romance', 'Mystery', 'Thriller']"
7788,"['Horror', 'Drama', 'Romance']"
7789,"['Action', 'Drama', 'History']"
7790,['Documentary']
7791,"['Action', 'Comedy', 'Crime', 'Thriller']"
7792,"['Drama', 'Western']"
7793,['Western']
7794,"['Action', 'Adventure', 'Comedy', 'Fantasy', 'Science Fiction', 'Thriller']"
7795,"['Drama', 'Action', 'Thriller', 'Crime', 'Mystery']"
7796,"['Drama', 'History']"
7797,"['Drama', 'Thriller', 'Crime', 'Romance']"
7798,"['Horror', 'Thriller']"
7799,"['Thriller', 'Horror']"
7800,"['Drama', 'Crime', 'History']"
7801,"['Thriller', 'Horror']"
7802,"['Horror', 'Mystery', 'Drama']"
7803,"['Comedy', 'Romance']"
7804,"['Comedy', 'Family']"
7805,"['Thriller', 'Mystery', 'Romance']"
7806,"['Romance', 'Comedy']"
7807,"['Action', 'Comedy', 'Romance']"
7808,"['Action', 'Crime']"
7809,"['Action', 'Crime', 'Thriller', 'Drama']"
7810,['Romance']
7811,"['Drama', 'Western']"
7812,"['Drama', 'Romance']"
7813,"['Action', 'Drama', 'History']"
7814,"['Drama', 'Fantasy']"
7815,['Thriller']
7816,"['Action', 'Comedy']"
7817,['Drama']
7818,"['Horror', 'Action', 'Thriller']"
7819,"['Animation', 'Action', 'Thriller']"
7820,"['Horror', 'Thriller', 'Fantasy']"
7821,"['Comedy', 'Drama']"
7822,"['Action', 'Adventure', 'History']"
7823,['Drama']
7824,['Drama']
7825,['Horror']
7826,"['Comedy', 'Drama', 'Family', 'TV Movie', 'Music']"
7827,"['Horror', 'Thriller']"
7828,"['Horror', 'Science Fiction', 'Thriller', 'Action', 'TV Movie']"
7829,"['Thriller', 'Horror', 'Action']"
7830,"['Comedy', 'Drama']"
7831,"['Action', 'Thriller']"
7832,"['Animation', 'Family']"
7833,"['Action', 'Fantasy']"
7834,['Drama']
7835,"['Action', 'Crime', 'Drama']"
7836,['Drama']
7837,"['Drama', 'Comedy']"
7838,"['Animation', 'Crime', 'Mystery', 'Adventure']"
7839,"['Comedy', 'Crime', 'Action']"
7840,['Thriller']
7841,"['Drama', 'Mystery', 'Thriller']"
7842,"['Animation', 'Comedy', 'Action', 'Romance']"
7843,"['Animation', 'Family']"
7844,['Drama']
7845,"['Comedy', 'Action', 'Adventure', 'Romance']"
7846,['Comedy']
7847,['Drama']
7848,"['Drama', 'Thriller', 'Crime', 'Mystery']"
7849,"['Drama', 'Romance']"
7850,"['Action', 'Drama', 'Thriller']"
7851,"['Animation', 'Family', 'Adventure']"
7852,"['Comedy', 'Western']"
7853,['Drama']
7854,"['Comedy', 'Romance']"
7855,"['Comedy', 'Drama', 'Romance']"
7856,"['History', 'Drama']"
7857,"['Comedy', 'Romance']"
7858,['Comedy']
7859,"['Drama', 'Thriller']"
7860,"['Adventure', 'Comedy']"
7861,"['Horror', 'Mystery', 'Thriller']"
7862,"['Horror', 'Thriller']"
7863,"['Music', 'Drama', 'History']"
7864,"['Drama', 'Crime', 'Mystery']"
7865,"['Comedy', 'Fantasy', 'Family']"
7866,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Science Fiction', 'Thriller']"
7867,"['Drama', 'History', 'War']"
7868,"['Drama', 'Romance']"
7869,"['Drama', 'Thriller']"
7870,"['Drama', 'Romance']"
7871,"['Comedy', 'Drama']"
7872,"['Drama', 'Romance', 'Thriller']"
7873,['Drama']
7874,"['Comedy', 'Mystery', 'Thriller']"
7875,"['Drama', 'Romance']"
7876,"['History', 'Drama', 'Music']"
7877,['Drama']
7878,"['Horror', 'Comedy', 'Fantasy']"
7879,"['Comedy', 'Drama']"
7880,"['Drama', 'Comedy']"
7881,"['Comedy', 'Crime', 'Drama']"
7882,['Drama']
7883,"['Drama', 'Romance', 'Comedy']"
7884,['Drama']
7885,"['Romance', 'Adventure', 'Action', 'History']"
7886,['Drama']
7887,"['Action', 'Crime', 'Thriller']"
7888,"['Drama', 'Romance', 'Mystery', 'Crime']"
7889,"['Family', 'Comedy', 'Animation']"
7890,"['Drama', 'Fantasy', 'Mystery']"
7891,['Documentary']
7892,"['Fantasy', 'Action', 'Mystery']"
7893,"['Animation', 'Drama', 'History']"
7894,"['Adventure', 'Drama', 'Family']"
7895,"['Comedy', 'TV Movie']"
7896,"['Horror', 'Mystery']"
7897,"['Animation', 'Drama', 'Comedy']"
7898,['Action']
7899,"['Thriller', 'Horror']"
7900,"['Family', 'Adventure', 'Fantasy']"
7901,"['Science Fiction', 'Action', 'Thriller']"
7902,"['Thriller', 'Horror']"
7903,['Drama']
7904,"['Drama', 'Mystery', 'Thriller']"
7905,"['Thriller', 'Mystery']"
7906,"['War', 'Drama', 'History']"
7907,"['Adventure', 'Action']"
7908,"['Thriller', 'Drama']"
7909,"['Drama', 'Romance', 'Western']"
7910,"['Drama', 'Romance']"
7911,"['Horror', 'Science Fiction']"
7912,"['Horror', 'Thriller']"
7913,"['Adventure', 'Family', 'Fantasy', 'Science Fiction', 'TV Movie']"
7914,"['Comedy', 'Fantasy', 'Science Fiction']"
7915,"['Action', 'Drama', 'Thriller']"
7916,"['Thriller', 'Mystery']"
7917,"['Animation', 'Science Fiction']"
7918,"['Science Fiction', 'Action', 'Animation', 'Mystery']"
7919,"['Adventure', 'Drama', 'Thriller']"
7920,"['Science Fiction', 'Action', 'Animation', 'Mystery']"
7921,"['Adventure', 'Drama', 'Thriller']"
7922,"['Drama', 'History']"
7923,"['Crime', 'Drama', 'Thriller']"
7924,"['Action', 'Science Fiction']"
7925,"['Action', 'Crime', 'Thriller']"
7926,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']"
7927,"['Comedy', 'Drama', 'Family', 'TV Movie', 'Music']"
7928,"['Thriller', 'Crime', 'Science Fiction', 'Mystery']"
7929,"['Adventure', 'Comedy']"
7930,"['Drama', 'History']"
7931,['Documentary']
7932,['Action']
7933,"['Horror', 'Action', 'Comedy']"
7934,"['Drama', 'War']"
7935,"['Fantasy', 'Adventure', 'Drama']"
7936,"['Drama', 'Adventure', 'Romance', 'History']"
7937,['Drama']
7938,['Drama']
7939,"['Drama', 'Romance']"
7940,['Horror']
7941,['Comedy']
7942,"['Mystery', 'Fantasy', 'Adventure', 'Comedy']"
7943,['Drama']
7944,"['Drama', 'Thriller']"
7945,"['Drama', 'War']"
7946,"['Comedy', 'Drama']"
7947,['Drama']
7948,"['Animation', 'Fantasy', 'Family', 'Comedy']"
7949,"['Comedy', 'Romance']"
7950,"['Romance', 'Comedy']"
7951,"['Drama', 'Romance', 'Adventure']"
7952,"['Comedy', 'Romance']"
7953,"['Comedy', 'Crime', 'Drama', 'Romance']"
7954,['Science Fiction']
7955,"['Action', 'Animation', 'Science Fiction']"
7956,"['Horror', 'Thriller']"
7957,"['Action', 'War', 'Adventure']"
7958,"['Animation', 'Action', 'Adventure']"
7959,"['Drama', 'Thriller']"
7960,"['Fantasy', 'Romance', 'TV Movie']"
7961,"['Drama', 'Family']"
7962,"['Science Fiction', 'Comedy', 'Adventure', 'Action']"
7963,['Drama']
7964,['Comedy']
7965,"['Drama', 'Crime', 'Thriller']"
7966,"['War', 'Drama', 'Thriller']"
7967,['Drama']
7968,"['Horror', 'Thriller']"
7969,['Comedy']
7970,"['Drama', 'Comedy']"
7971,['Comedy']
7972,"['Horror', 'Science Fiction', 'Thriller']"
7973,"['Drama', 'Action', 'Thriller']"
7974,"['Science Fiction', 'Comedy']"
7975,"['Action', 'Thriller']"
7976,"['Action', 'Adventure', 'Drama']"
7977,"['Comedy', 'Drama', 'Romance']"
7978,['Drama']
7979,"['Drama', 'History', 'War']"
7980,['Thriller']
7981,"['Animation', 'Comedy', 'Family']"
7982,"['TV Movie', 'Science Fiction']"
7983,"['Adventure', 'Animation', 'Comedy', 'Family', 'Fantasy', 'Romance']"
7984,"['Adventure', 'Family', 'Science Fiction']"
7985,"['Animation', 'Action', 'Thriller']"
7986,"['Romance', 'Comedy', 'Drama']"
7987,"['Family', 'Adventure', 'Comedy']"
7988,"['Animation', 'Science Fiction', 'War']"
7989,"['Comedy', 'Drama', 'Fantasy']"
7990,"['Drama', 'Science Fiction', 'Mystery']"
7991,"['Adventure', 'Family', 'Fantasy']"
7992,"['Action', 'Thriller', 'Crime']"
7993,"['Drama', 'Thriller']"
7994,"['Drama', 'Science Fiction']"
7995,"['Adventure', 'Drama', 'Western']"
7996,['Drama']
7997,['Drama']
7998,"['Drama', 'Horror']"
7999,"['Comedy', 'Drama']"
8000,"['Comedy', 'Drama']"
8001,"['Crime', 'Drama', 'Thriller']"
8002,"['Action', 'Thriller', 'Crime']"
8003,"['Comedy', 'Drama', 'Romance']"
8004,"['Music', 'Drama']"
8005,"['Mystery', 'Science Fiction', 'Thriller']"
8006,"['Drama', 'Thriller']"
8007,"['Action', 'Adventure', 'TV Movie']"
8008,"['Horror', 'Mystery', 'Thriller']"
8009,['Drama']
8010,"['Animation', 'Family', 'Fantasy']"
8011,"['Comedy', 'Crime', 'Romance']"
8012,"['Action', 'Crime', 'Adventure']"
8013,"['Romance', 'Comedy']"
8014,"['Drama', 'Horror']"
8015,['Comedy']
8016,"['Comedy', 'Action']"
8017,"['Comedy', 'Romance']"
8018,"['Drama', 'History']"
8019,"['Action', 'Fantasy']"
8020,"['Drama', 'Music']"
8021,['Animation']
8022,"['Adventure', 'Drama', 'Romance']"
8023,['Drama']
8024,"['Drama', 'Romance']"
8025,"['Adventure', 'Drama']"
8026,['Action']
8027,"['Drama', 'Fantasy', 'Music', 'Romance']"
8028,"['Animation', 'Science Fiction', 'Family']"
8029,['Drama']
8030,"['Horror', 'Thriller']"
8031,"['Drama', 'Action', 'Thriller']"
8032,"['Drama', 'Fantasy', 'Animation']"
8033,"['Action', 'Thriller', 'Mystery']"
8034,"['Action', 'Crime', 'Drama']"
8035,"['Action', 'Crime', 'Drama', 'Thriller']"
8036,"['Drama', 'History', 'Mystery', 'Thriller']"
8037,"['Comedy', 'Crime', 'Thriller']"
8038,"['Crime', 'Thriller']"
8039,['Drama']
8040,"['Crime', 'Thriller']"
8041,['Drama']
8042,"['Animation', 'Romance', 'Drama']"
8043,"['Animation', 'Adventure', 'Comedy', 'Family']"
8044,"['Science Fiction', 'Thriller']"
8045,"['Drama', 'Romance']"
8046,"['Comedy', 'Drama']"
8047,"['Comedy', 'Family']"
8048,"['Comedy', 'Crime', 'Drama']"
8049,['Comedy']
8050,"['Action', 'Fantasy']"
8051,"['Horror', 'Fantasy', 'Drama']"
8052,"['Drama', 'Crime']"
8053,"['Science Fiction', 'Thriller', 'Romance']"
8054,"['Science Fiction', 'Horror']"
8055,"['Thriller', 'Mystery']"
8056,"['Drama', 'Action', 'Comedy', 'Crime']"
8057,"['Comedy', 'Drama']"
8058,"['Family', 'Mystery', 'Animation', 'Comedy', 'Action', 'Fantasy']"
8059,['Horror']
8060,['Comedy']
8061,['Comedy']
8062,['Drama']
8063,"['Action', 'Adventure', 'Science Fiction', 'Fantasy', 'Thriller']"
8064,"['Comedy', 'Crime']"
8065,"['Drama', 'Crime']"
8066,"['Adventure', 'Action', 'Science Fiction']"
8067,"['Animation', 'Fantasy', 'Family']"
8068,"['Family', 'Adventure', 'Fantasy', 'Romance', 'Drama']"
8069,['Documentary']
8070,"['Drama', 'History']"
8071,"['Animation', 'Fantasy', 'Adventure']"
8072,"['Drama', 'History', 'Romance']"
8073,"['Romance', 'Horror']"
8074,['Comedy']
8075,"['Thriller', 'Horror', 'Mystery']"
8076,['Thriller']
8077,['Romance']
8078,['Thriller']
8079,"['Action', 'Comedy']"
8080,"['Comedy', 'Drama', 'Romance']"
8081,"['Animation', 'Adventure', 'Fantasy']"
8082,"['Drama', 'Comedy']"
8083,"['Adventure', 'Action', 'Drama', 'Fantasy']"
8084,"['Horror', 'Action']"
8085,"['Action', 'Crime', 'Thriller']"
8086,"['Romance', 'Drama']"
8087,"['Action', 'Western', 'Thriller', 'Crime', 'Mystery']"
8088,"['Comedy', 'Romance']"
8089,"['Crime', 'Western']"
8090,"['Mystery', 'Thriller']"
8091,['Drama']
8092,"['Animation', 'Action', 'Comedy']"
8093,"['Romance', 'Comedy']"
8094,"['Horror', 'Mystery', 'Thriller']"
8095,"['Crime', 'Comedy', 'Drama']"
8096,"['Thriller', 'Drama', 'Action']"
8097,['Drama']
8098,"['Horror', 'Science Fiction', 'Thriller']"
8099,['Drama']
8100,"['Animation', 'Comedy', 'Fantasy']"
8101,"['Comedy', 'Drama', 'Romance']"
8102,['Comedy']
8103,"['Crime', 'Mystery', 'Thriller']"
8104,"['Action', 'Adventure', 'Comedy', 'Western']"
8105,['Comedy']
8106,"['Horror', 'Thriller']"
8107,"['Comedy', 'Romance']"
8108,"['Drama', 'Crime']"
8109,"['Drama', 'Romance']"
8110,"['Drama', 'Fantasy']"
8111,['Comedy']
8112,"['Fantasy', 'Horror']"
8113,['Horror']
8114,"['Thriller', 'Drama', 'Horror']"
8115,"['Crime', 'Comedy']"
8116,"['Comedy', 'Drama', 'Romance']"
8117,"['Horror', 'Comedy']"
8118,"['Drama', 'Thriller']"
8119,"['Horror', 'Mystery', 'Thriller']"
8120,"['Drama', 'History']"
8121,"['Horror', 'Thriller']"
8122,"['Family', 'Animation', 'Adventure', 'Comedy']"
8123,"['Adventure', 'Drama']"
8124,"['Action', 'Horror', 'Thriller']"
8125,"['Family', 'Adventure', 'Animation']"
8126,['Western']
8127,"['Adventure', 'Drama', 'History']"
8128,"['Thriller', 'Action', 'Mystery']"
8129,"['Thriller', 'Mystery']"
8130,"['Action', 'Crime']"
8131,"['Action', 'Fantasy', 'Adventure', 'Mystery']"
8132,['Drama']
8133,"['Romance', 'Fantasy', 'Horror']"
8134,"['Drama', 'Thriller', 'Mystery']"
8135,['Drama']
8136,"['Comedy', 'Fantasy', 'Romance']"
8137,"['Comedy', 'Drama', 'Romance']"
8138,"['Animation', 'Adventure', 'Family']"
8139,"['Comedy', 'Drama']"
8140,"['Comedy', 'Drama']"
8141,"['Comedy', 'Drama', 'History']"
8142,['Action']
8143,"['Comedy', 'Crime', 'Mystery']"
8144,['Comedy']
8145,"['Comedy', 'Crime', 'Mystery', 'TV Movie']"
8146,"['Drama', 'Thriller']"
8147,"['Fantasy', 'Drama', 'Romance']"
8148,"['Crime', 'Drama']"
8149,"['Science Fiction', 'Thriller', 'Mystery']"
8150,"['Action', 'Adventure', 'Thriller']"
8151,"['Drama', 'Horror', 'Thriller']"
8152,"['Family', 'Comedy']"
8153,"['Crime', 'Horror', 'Thriller']"
8154,"['Drama', 'Romance']"
8155,"['Animation', 'Family', 'Fantasy', 'Comedy']"
8156,"['Action', 'Comedy']"
8157,['Comedy']
8158,"['Horror', 'Mystery', 'Thriller']"
8159,"['Western', 'Drama']"
8160,"['Western', 'Drama']"
8161,"['Drama', 'Romance']"
8162,['Documentary']
8163,"['Adventure', 'Animation', 'Action', 'Fantasy']"
8164,"['Horror', 'Thriller', 'Fantasy']"
8165,"['Comedy', 'Drama']"
8166,"['Fantasy', 'Animation', 'Horror', 'Action']"
8167,"['Action', 'Drama', 'Science Fiction', 'Animation']"
8168,"['Drama', 'Romance']"
8169,['Drama']
8170,"['Drama', 'Fantasy', 'Thriller']"
8171,['']
8172,"['War', 'Action', 'Adventure']"
8173,"['Animation', 'Adventure', 'Fantasy', 'Comedy', 'Family']"
8174,"['Science Fiction', 'Thriller']"
8175,"['Comedy', 'Music']"
8176,"['Science Fiction', 'Horror']"
8177,"['Action', 'Crime']"
8178,"['Animation', 'Action', 'Science Fiction', 'Fantasy']"
8179,"['Comedy', 'Romance', 'Drama']"
8180,['Horror']
8181,"['Animation', 'Comedy', 'Family', 'Fantasy', 'Science Fiction']"
8182,"['Drama', 'Western', 'Romance']"
8183,"['Crime', 'Drama']"
8184,"['Comedy', 'Mystery', 'Thriller']"
8185,"['Animation', 'Action', 'Fantasy']"
8186,"['Comedy', 'Action']"
8187,"['Horror', 'Mystery', 'Thriller']"
8188,"['Drama', 'History']"
8189,['Comedy']
8190,"['Action', 'Adventure']"
8191,"['Comedy', 'Crime']"
8192,"['Fantasy', 'Adventure', 'Action', 'Mystery']"
8193,"['Drama', 'History']"
8194,['Comedy']
8195,"['Family', 'Animation', 'Comedy']"
8196,"['Comedy', 'Drama']"
8197,"['Crime', 'Mystery', 'Thriller']"
8198,"['Family', 'Adventure', 'Animation', 'Fantasy']"
8199,['Drama']
8200,"['Drama', 'Comedy']"
8201,"['Comedy', 'Horror']"
8202,['Drama']
8203,"['Thriller', 'Mystery']"
8204,"['Drama', 'Romance', 'Horror']"
8205,"['Adventure', 'Action', 'Fantasy']"
8206,"['Thriller', 'Action', 'Mystery']"
8207,"['Animation', 'Fantasy', 'Adventure']"
8208,"['Horror', 'Thriller', 'Fantasy', 'Mystery']"
8209,"['Action', 'Thriller']"
8210,['Drama']
8211,"['Drama', 'Music']"
8212,"['Science Fiction', 'Comedy', 'Romance']"
8213,"['Mystery', 'Science Fiction', 'Thriller']"
8214,['Drama']
8215,"['Animation', 'Comedy', 'Fantasy', 'Action', 'Adventure', 'Family']"
8216,"['Crime', 'Drama', 'Thriller']"
8217,['Drama']
8218,['Comedy']
8219,"['Romance', 'Comedy', 'Drama']"
8220,"['Action', 'Comedy', 'Crime']"
8221,"['Action', 'Crime', 'Thriller']"
8222,"['Animation', 'Adventure', 'Family']"
8223,"['Comedy', 'Romance']"
8224,"['Adventure', 'Action', 'Drama']"
8225,"['Adventure', 'Comedy', 'Fantasy']"
8226,"['Drama', 'Romance']"
8227,"['Drama', 'Science Fiction']"
8228,['Drama']
8229,"['Action', 'Adventure', 'Fantasy', 'TV Movie']"
8230,"['Animation', 'Science Fiction']"
8231,"['Fantasy', 'Family', 'Animation', 'Adventure']"
8232,"['Horror', 'Mystery']"
8233,"['Crime', 'Thriller']"
8234,['Comedy']
8235,"['Comedy', 'Family', 'Fantasy']"
8236,"['Comedy', 'Crime']"
8237,"['Western', 'Drama']"
8238,"['Horror', 'Comedy', 'Science Fiction', 'Action', 'TV Movie']"
8239,"['Drama', 'Comedy', 'Romance']"
8240,"['Horror', 'Comedy', 'Science Fiction', 'Action', 'TV Movie']"
8241,"['Drama', 'Comedy', 'Romance']"
8242,"['Drama', 'Music', 'Romance']"
8243,"['Crime', 'Drama']"
8244,['Drama']
8245,"['Family', 'Comedy', 'Animation', 'Adventure']"
8246,['Western']
8247,['Thriller']
8248,"['Crime', 'Horror', 'Thriller']"
8249,"['Drama', 'History', 'War']"
8250,"['Action', 'Crime', 'Thriller']"
8251,"['Drama', 'Romance']"
8252,"['Drama', 'Romance']"
8253,"['Drama', 'History']"
8254,['Comedy']
8255,"['Drama', 'Romance']"
8256,"['Family', 'Adventure', 'Animation', 'Fantasy', 'Action', 'Science Fiction']"
8257,"['Thriller', 'Mystery', 'Drama', 'Horror']"
8258,"['Animation', 'Adventure', 'Fantasy']"
8259,"['Comedy', 'Adventure']"
8260,['Horror']
8261,['']
8262,"['Drama', 'Horror', 'Mystery']"
8263,"['Horror', 'Thriller']"
8264,"['Drama', 'Comedy']"
8265,"['Comedy', 'Drama', 'Romance']"
8266,"['Drama', 'History']"
8267,"['Western', 'Drama', 'Romance']"
8268,"['Thriller', 'Action', 'Science Fiction']"
8269,"['Comedy', 'Family', 'Fantasy']"
8270,"['Drama', 'Romance']"
8271,"['Action', 'Comedy', 'Fantasy', 'Science Fiction']"
8272,"['Animation', 'Drama']"
8273,"['Thriller', 'Drama', 'TV Movie']"
8274,['Horror']
8275,"['Horror', 'Science Fiction']"
8276,"['Thriller', 'Crime', 'Action']"
8277,"['Drama', 'Thriller']"
8278,"['Documentary', 'Animation']"
8279,"['Thriller', 'Drama']"
8280,"['Horror', 'Science Fiction', 'Thriller']"
8281,"['Action', 'Crime', 'Thriller']"
8282,"['Adventure', 'Horror', 'Thriller', 'Science Fiction']"
8283,"['Drama', 'Crime']"
8284,"['Drama', 'Crime']"
8285,"['Comedy', 'Romance']"
8286,"['Animation', 'Drama', 'Comedy']"
8287,"['Drama', 'Mystery', 'Thriller']"
8288,['Drama']
8289,"['Action', 'Horror']"
8290,"['History', 'Action', 'Drama']"
8291,"['Animation', 'Family', 'Adventure']"
8292,"['Horror', 'Thriller']"
8293,"['Drama', 'War']"
8294,"['Horror', 'Drama', 'Thriller']"
8295,"['Drama', 'Action', 'History']"
8296,['Drama']
8297,"['Thriller', 'Drama', 'War']"
8298,['Drama']
8299,"['Comedy', 'Romance']"
8300,"['Horror', 'Mystery', 'Thriller']"
8301,"['Thriller', 'History']"
8302,"['Drama', 'Romance']"
8303,"['Adventure', 'Romance', 'History']"
8304,"['Drama', 'Comedy', 'Romance']"
8305,['Western']
8306,"['Science Fiction', 'Action', 'Adventure']"
8307,"['Action', 'Adventure', 'Comedy']"
8308,['Romance']
8309,"['Animation', 'Science Fiction', 'Family']"
8310,"['Drama', 'Romance']"
8311,"['Thriller', 'Horror', 'Science Fiction']"
8312,"['Action', 'Crime', 'Drama', 'Thriller']"
8313,"['Adventure', 'Horror', 'Action', 'Science Fiction']"
8314,"['Music', 'Adventure', 'Drama']"
8315,"['Crime', 'Drama']"
8316,['Drama']
8317,"['Crime', 'Drama']"
8318,"['Documentary', 'Crime']"
8319,"['Horror', 'Thriller']"
8320,"['Action', 'Adventure', 'Crime']"
8321,"['Documentary', 'Animation']"
8322,"['Comedy', 'Drama', 'Romance']"
8323,"['Drama', 'History', 'War']"
