,genre_ids
4821,"['Comedy', 'Drama', 'Romance']"
4822,['Comedy']
4823,"['Drama', 'Horror']"
4824,"['Crime', 'Drama']"
4825,"['Crime', 'Thriller']"
4826,"['Comedy', 'Drama']"
4827,"['Crime', 'Action', 'Thriller']"
4828,"['Action', 'History', 'War']"
4829,"['Horror', 'Comedy', 'Thriller']"
4830,"['Drama', 'Thriller', 'Mystery', 'Romance']"
4831,['Thriller']
4832,"['Horror', 'Mystery', 'Thriller']"
4833,"['Science Fiction', 'Horror', 'Mystery']"
4834,"['Drama', 'Action']"
4835,"['Comedy', 'Crime', 'Drama']"
4836,['Action']
4837,['Fantasy']
4838,['Drama']
4839,"['Fantasy', 'Horror']"
4840,"['Adventure', 'Drama', 'TV Movie']"
4841,['Comedy']
4842,"['Animation', 'Science Fiction', 'TV Movie', 'Adventure', 'Family', 'Comedy', 'Fantasy', 'Mystery']"
4843,"['Action', 'Crime', 'Thriller']"
4844,"['Adventure', 'Family', 'Fantasy']"
4845,"['Drama', 'Crime', 'Thriller']"
4846,"['Action', 'Science Fiction']"
4847,"['Fantasy', 'Drama', 'Romance']"
4848,"['Comedy', 'Drama']"
4849,"['Drama', 'Comedy']"
4850,"['Drama', 'Romance', 'Crime']"
4851,"['Action', 'Adventure', 'Thriller']"
4852,"['Drama', 'Romance', 'Comedy']"
4853,['Documentary']
4854,"['Drama', 'Crime', 'Mystery', 'Thriller', 'Horror']"
4855,"['Horror', 'Drama']"
4856,"['Adventure', 'Drama']"
4857,['Drama']
4858,"['Science Fiction', 'Action', 'Drama', 'Fantasy']"
4859,"['Horror', 'Mystery', 'Thriller']"
4860,"['Comedy', 'Romance']"
4861,"['Action', 'Adventure', 'Comedy', 'Thriller']"
4862,['Drama']
4863,"['Comedy', 'Romance']"
4864,"['Thriller', 'Horror']"
4865,"['Science Fiction', 'Action', 'Thriller', 'Adventure']"
4866,"['Thriller', 'Horror', 'Mystery']"
4867,"['Thriller', 'Crime', 'Drama']"
4868,"['Romance', 'Drama', 'History']"
4869,['Crime']
4870,"['Animation', 'Romance']"
4871,"['Drama', 'Thriller', 'Crime']"
4872,"['Drama', 'Mystery', 'Romance', 'Thriller']"
4873,"['Action', 'Romance', 'War']"
4874,"['Romance', 'Drama']"
4875,['Drama']
4876,"['Adventure', 'Fantasy']"
4877,"['Horror', 'Mystery', 'Thriller']"
4878,"['Crime', 'Drama', 'Thriller']"
4879,['Horror']
4880,"['Thriller', 'Crime', 'Drama']"
4881,"['Adventure', 'Comedy', 'War']"
4882,"['Comedy', 'Drama', 'Romance']"
4883,['Comedy']
4884,"['Comedy', 'Horror', 'Thriller']"
4885,['Horror']
4886,"['Drama', 'Comedy']"
4887,"['Animation', 'Comedy', 'Family', 'Crime']"
4888,"['Drama', 'Romance']"
4889,"['Drama', 'History']"
4890,"['Drama', 'Thriller']"
4891,"['Action', 'Crime', 'Thriller']"
4892,"['Drama', 'Thriller']"
4893,"['Drama', 'Romance']"
4894,"['Crime', 'Thriller', 'Comedy', 'Mystery']"
4895,"['Science Fiction', 'Action', 'Adventure']"
4896,"['Adventure', 'Thriller', 'Drama']"
4897,"['Comedy', 'Family', 'TV Movie']"
4898,"['Action', 'Adventure', 'Crime', 'Thriller']"
4899,"['Action', 'Comedy', 'Drama']"
4900,"['Drama', 'Adventure']"
4901,"['Comedy', 'Romance']"
4902,['Horror']
4903,"['Thriller', 'Mystery']"
4904,"['Animation', 'Family', 'Adventure']"
4905,"['Romance', 'Action', 'Comedy', 'Crime']"
4906,"['Drama', 'Western', 'Crime']"
4907,"['History', 'Thriller', 'War']"
4908,"['Comedy', 'Romance']"
4909,"['Science Fiction', 'Adventure', 'Action', 'Comedy', 'Family']"
4910,"['Drama', 'History', 'War']"
4911,['Comedy']
4912,"['War', 'Drama', 'Romance']"
4913,"['Drama', 'Romance']"
4914,['Drama']
4915,"['Comedy', 'Mystery']"
4916,['Drama']
4917,"['Comedy', 'Fantasy']"
4918,"['Science Fiction', 'Thriller', 'Drama']"
4919,"['Drama', 'Thriller']"
4920,"['Action', 'Comedy', 'Crime']"
4921,"['Romance', 'Drama', 'Comedy']"
4922,"['Drama', 'Thriller']"
4923,"['Thriller', 'Romance']"
4924,"['Adventure', 'Drama']"
4925,"['Animation', 'Family']"
4926,['Drama']
4927,"['Comedy', 'Family', 'Romance', 'Fantasy']"
4928,"['Adventure', 'Fantasy']"
4929,"['Comedy', 'Drama', 'Family']"
4930,['Drama']
4931,"['Drama', 'History']"
4932,"['Drama', 'War']"
4933,"['Adventure', 'Action', 'Fantasy', 'War', 'History']"
4934,"['Adventure', 'History', 'Drama', 'Action', 'War']"
4935,"['Drama', 'Romance']"
4936,"['Action', 'Fantasy']"
4937,"['Action', 'Thriller', 'Drama']"
4938,"['Action', 'Crime', 'Drama']"
4939,"['Horror', 'Comedy']"
4940,['Thriller']
4941,"['Animation', 'Fantasy', 'Romance', 'Drama']"
4942,"['Action', 'Adventure', 'Science Fiction']"
4943,"['Comedy', 'Adventure', 'Action']"
4944,"['Drama', 'Comedy']"
4945,"['Comedy', 'Action', 'Animation', 'Adventure']"
4946,"['Mystery', 'Thriller', 'Romance']"
4947,"['Crime', 'Drama', 'Comedy']"
4948,['Documentary']
4949,"['Horror', 'Thriller']"
4950,"['Drama', 'Mystery', 'Crime']"
4951,"['Horror', 'Science Fiction', 'Action']"
4952,"['Animation', 'Horror', 'Action', 'Science Fiction']"
4953,"['Family', 'Drama', 'Comedy']"
4954,"['Action', 'Comedy', 'Animation']"
4955,"['Comedy', 'Horror']"
4956,"['Thriller', 'Action', 'Crime']"
4957,"['Thriller', 'Crime', 'Action']"
4958,"['Fantasy', 'Action', 'Comedy']"
4959,"['Crime', 'Drama']"
4960,"['Drama', 'Horror', 'Crime', 'Thriller']"
4961,"['Drama', 'Family']"
4962,"['Horror', 'Mystery', 'Thriller']"
4963,"['Animation', 'Family', 'Adventure', 'Fantasy']"
4964,"['Drama', 'Thriller']"
4965,['Western']
4966,"['Adventure', 'Drama', 'Action', 'History', 'War']"
4967,"['Drama', 'Comedy']"
4968,['Drama']
4969,"['Animation', 'Family', 'Mystery', 'Fantasy', 'Comedy']"
4970,"['Thriller', 'Mystery', 'Crime']"
4971,"['Comedy', 'Romance', 'Science Fiction']"
4972,"['War', 'Drama', 'Thriller']"
4973,"['Drama', 'History', 'Crime', 'Thriller']"
4974,"['Action', 'Thriller']"
4975,"['Horror', 'Thriller']"
4976,"['Drama', 'Comedy', 'Crime']"
4977,['Comedy']
4978,"['Comedy', 'Drama']"
4979,"['Crime', 'Romance', 'Drama']"
4980,"['Animation', 'Adventure', 'Fantasy']"
4981,"['Family', 'Adventure', 'Animation', 'Fantasy', 'Science Fiction']"
4982,"['Drama', 'Romance', 'History', 'Mystery']"
4983,"['Action', 'Crime']"
4984,"['Comedy', 'Drama', 'Romance']"
4985,"['Drama', 'Mystery']"
4986,['Drama']
4987,"['Music', 'Drama', 'History']"
4988,['Comedy']
4989,"['Drama', 'Family']"
4990,"['Drama', 'Family', 'Fantasy']"
4991,"['Drama', 'Mystery', 'Thriller', 'Crime']"
4992,"['Comedy', 'Horror', 'Thriller']"
4993,"['Action', 'Thriller', 'Science Fiction']"
4994,"['Thriller', 'Drama', 'Romance']"
4995,"['Drama', 'Thriller']"
4996,"['Fantasy', 'Comedy', 'Drama']"
4997,"['Crime', 'Drama']"
4998,['Romance']
4999,"['Action', 'Adventure', 'Drama', 'Thriller']"
5000,"['Comedy', 'Music']"
5001,"['Drama', 'Fantasy']"
5002,"['Animation', 'Comedy', 'Mystery', 'Family', 'Fantasy']"
5003,"['Romance', 'Science Fiction', 'Drama']"
5004,"['Comedy', 'Horror']"
5005,"['Horror', 'Mystery', 'Crime', 'Thriller']"
5006,['Drama']
5007,"['Thriller', 'Mystery', 'Science Fiction']"
5008,['Thriller']
5009,"['Family', 'Comedy', 'Adventure', 'Science Fiction']"
5010,"['Horror', 'Mystery']"
5011,"['Drama', 'History']"
5012,"['Drama', 'Family']"
5013,"['Comedy', 'Drama']"
5014,"['Romance', 'Drama']"
5015,"['Comedy', 'Family']"
5016,"['Drama', 'Horror', 'Thriller']"
5017,"['Horror', 'Drama', 'Science Fiction']"
5018,['Romance']
5019,"['Action', 'Fantasy']"
5020,"['Drama', 'Music', 'Romance']"
5021,['Drama']
5022,['Drama']
5023,"['Horror', 'Thriller']"
5024,['Drama']
5025,"['Drama', 'Romance']"
5026,"['Comedy', 'Family']"
5027,"['Animation', 'Adventure', 'Family', 'Comedy', 'Fantasy']"
5028,"['War', 'Action', 'Thriller']"
5029,"['Action', 'Adventure', 'Drama', 'Thriller']"
5030,['Drama']
5031,"['Horror', 'Comedy']"
5032,"['Drama', 'History']"
5033,['Comedy']
5034,['Comedy']
5035,"['Drama', 'Romance']"
5036,"['Action', 'Adventure', 'Comedy', 'Drama', 'Mystery']"
5037,"['Comedy', 'Romance']"
5038,"['Drama', 'Romance']"
5039,"['Horror', 'Comedy', 'Romance']"
5040,"['Drama', 'Romance']"
5041,"['Music', 'Drama', 'Romance']"
5042,"['Animation', 'Family', 'Fantasy']"
5043,"['Drama', 'Action', 'Thriller', 'Crime']"
5044,['Action']
5045,"['Thriller', 'Action', 'Mystery']"
5046,"['Science Fiction', 'Thriller']"
5047,"['Horror', 'Thriller', 'Western']"
5048,"['Horror', 'Comedy']"
5049,"['Horror', 'Fantasy']"
5050,['Comedy']
5051,"['Thriller', 'Science Fiction', 'Drama']"
5052,"['Fantasy', 'Comedy']"
5053,['Thriller']
5054,"['Comedy', 'Thriller']"
5055,"['Romance', 'Drama', 'Comedy']"
5056,"['History', 'Drama']"
5057,"['Comedy', 'Horror']"
5058,"['Action', 'Crime']"
5059,"['Adventure', 'Drama', 'Thriller']"
5060,"['Drama', 'Thriller']"
5061,['Action']
5062,"['Drama', 'Action', 'Thriller']"
5063,"['Action', 'Horror']"
5064,"['War', 'Drama', 'Romance']"
5065,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']"
5066,"['Drama', 'Romance']"
5067,"['Drama', 'Romance']"
5068,"['Comedy', 'Drama', 'Romance']"
5069,"['Horror', 'Science Fiction', 'Thriller']"
5070,['Horror']
5071,"['Action', 'Drama', 'History']"
5072,"['Adventure', 'Science Fiction', 'Western']"
5073,"['Science Fiction', 'Thriller']"
5074,"['Action', 'Thriller']"
5075,"['Drama', 'Science Fiction', 'Thriller']"
5076,"['Mystery', 'Thriller', 'Drama']"
5077,['Drama']
5078,"['Action', 'Crime', 'Drama']"
5079,"['Drama', 'Romance']"
5080,"['Science Fiction', 'Adventure', 'Action']"
5081,['Action']
5082,"['Action', 'Adventure', 'Drama', 'Fantasy']"
5083,"['Comedy', 'Crime']"
5084,"['Drama', 'TV Movie', 'Romance', 'History']"
5085,"['Comedy', 'Romance']"
5086,"['Drama', 'History']"
5087,"['Romance', 'Drama']"
5088,['Horror']
5089,"['Thriller', 'Crime', 'Drama']"
5090,['Drama']
5091,"['Comedy', 'Drama', 'Family']"
5092,['Documentary']
5093,"['Comedy', 'Crime', 'Mystery']"
5094,"['Comedy', 'Drama', 'Romance']"
5095,"['Fantasy', 'Comedy', 'Drama', 'Romance']"
5096,"['Comedy', 'Family', 'Romance', 'Drama']"
5097,"['Action', 'Thriller']"
5098,"['Animation', 'Fantasy']"
5099,"['Thriller', 'Drama', 'Horror']"
5100,"['Action', 'Thriller']"
5101,"['Crime', 'Drama']"
5102,"['Romance', 'Drama']"
5103,"['Romance', 'Drama']"
5104,['Drama']
5105,"['Drama', 'Thriller', 'Crime']"
5106,"['Mystery', 'Thriller', 'Drama']"
5107,"['Thriller', 'Crime', 'Drama']"
5108,"['Action', 'Adventure']"
5109,"['Horror', 'Thriller']"
5110,"['Western', 'Drama']"
5111,"['Adventure', 'Drama', 'Family']"
5112,"['Science Fiction', 'Action']"
5113,['Thriller']
5114,"['Drama', 'Action', 'Thriller', 'Crime']"
5115,"['Thriller', 'Adventure', 'Fantasy']"
5116,"['Drama', 'History']"
5117,['Drama']
5118,"['Family', 'Animation']"
5119,"['Action', 'War', 'Adventure', 'History']"
5120,"['Comedy', 'Family']"
5121,"['Action', 'Crime', 'Science Fiction', 'Thriller']"
5122,"['Action', 'Horror', 'Science Fiction']"
5123,"['Action', 'Drama']"
5124,"['Drama', 'Thriller']"
5125,"['Adventure', 'Horror', 'Action', 'History']"
5126,"['Romance', 'Drama']"
5127,"['Comedy', 'Music']"
5128,"['Romance', 'Drama']"
5129,"['Action', 'Science Fiction', 'Animation']"
5130,['Thriller']
5131,"['Adventure', 'Fantasy', 'Drama']"
5132,['Drama']
5133,"['War', 'Adventure', 'Thriller', 'Action']"
5134,"['Action', 'Adventure', 'Thriller', 'Science Fiction', 'Comedy']"
5135,"['Action', 'History']"
5136,"['Drama', 'Thriller', 'Mystery', 'Crime']"
5137,"['Action', 'Crime', 'Drama']"
5138,['Drama']
5139,"['History', 'Drama']"
5140,"['Action', 'Thriller']"
5141,"['Comedy', 'Action', 'Crime']"
5142,"['Comedy', 'Action', 'Crime']"
5143,"['Action', 'Crime', 'Drama']"
5144,"['Animation', 'Adventure', 'Family', 'Comedy']"
5145,"['Drama', 'Romance', 'Thriller']"
5146,['Documentary']
5147,"['Family', 'Action', 'Adventure', 'Animation', 'Comedy', 'Science Fiction']"
5148,['Western']
5149,"['Horror', 'Mystery', 'Thriller']"
5150,"['Comedy', 'Family']"
5151,"['Adventure', 'Action', 'Crime', 'Mystery']"
5152,"['Drama', 'Mystery', 'Thriller']"
5153,"['Animation', 'Family', 'Romance']"
5154,"['Thriller', 'Mystery', 'Horror']"
5155,"['Science Fiction', 'Adventure', 'TV Movie']"
5156,"['Action', 'Drama', 'Thriller']"
5157,"['Adventure', 'Action', 'Family']"
5158,"['Action', 'Adventure', 'Comedy']"
5159,"['Science Fiction', 'Comedy', 'Romance']"
5160,"['Crime', 'Drama']"
5161,"['Comedy', 'Drama', 'Music']"
5162,"['Mystery', 'Comedy']"
5163,['Drama']
5164,"['Thriller', 'Mystery']"
5165,"['Action', 'Thriller']"
5166,"['Horror', 'Thriller']"
5167,"['Animation', 'Adventure', 'Comedy']"
5168,"['Action', 'Crime', 'Drama']"
5169,"['Comedy', 'Drama', 'Romance']"
5170,"['Action', 'Comedy']"
5171,"['Family', 'Animation', 'Comedy', 'Adventure']"
5172,"['Action', 'Thriller', 'Science Fiction']"
5173,"['Action', 'Drama', 'Crime']"
5174,"['Action', 'Crime', 'Comedy', 'Thriller']"
5175,"['Comedy', 'Crime', 'Drama', 'Romance']"
5176,"['Drama', 'Comedy']"
5177,"['Action', 'Adventure', 'Comedy', 'Thriller']"
5178,['Comedy']
5179,['Romance']
5180,['Horror']
5181,['Comedy']
5182,"['Drama', 'Fantasy', 'Mystery', 'Romance']"
5183,['Drama']
5184,"['Western', 'Action', 'Thriller', 'Crime']"
5185,"['Horror', 'Mystery']"
5186,['Comedy']
5187,"['Romance', 'Drama']"
5188,"['Adventure', 'Fantasy', 'Action']"
5189,"['Thriller', 'Horror']"
5190,"['War', 'Drama', 'Thriller']"
5191,"['Horror', 'Mystery']"
5192,"['Horror', 'Thriller']"
5193,"['Thriller', 'Mystery', 'Drama']"
5194,"['Action', 'Thriller', 'Comedy', 'Crime']"
5195,"['Animation', 'Adventure', 'Family']"
5196,"['Action', 'Comedy', 'Family']"
5197,"['Animation', 'Drama', 'Mystery', 'Fantasy']"
5198,"['Drama', 'War', 'History']"
5199,"['Thriller', 'Horror', 'Drama']"
5200,['Comedy']
5201,['Science Fiction']
5202,"['Family', 'Comedy']"
5203,"['Action', 'Comedy', 'Thriller', 'Mystery']"
5204,"['Horror', 'Comedy']"
5205,['Comedy']
5206,"['Drama', 'Thriller', 'Crime', 'Mystery']"
5207,"['Thriller', 'Action']"
5208,"['Action', 'Comedy', 'Thriller']"
5209,"['Comedy', 'Drama', 'Romance']"
5210,"['Action', 'Adventure', 'Comedy', 'Family']"
5211,"['Action', 'Animation', 'Adventure', 'Comedy', 'Fantasy', 'Science Fiction']"
5212,"['Thriller', 'Drama', 'Mystery']"
5213,"['Animation', 'Drama', 'Thriller', 'Fantasy']"
5214,"['War', 'Action', 'Drama', 'History']"
5215,"['Animation', 'Family', 'Comedy']"
5216,"['Music', 'Drama', 'Romance']"
5217,"['Drama', 'History', 'Crime', 'Thriller', 'Action']"
5218,"['Comedy', 'Drama']"
5219,"['Family', 'Action', 'Adventure', 'Animation', 'Comedy', 'Science Fiction']"
5220,"['Romance', 'Comedy']"
5221,"['Horror', 'Thriller']"
5222,"['Thriller', 'Mystery', 'Crime']"
5223,['Drama']
5224,"['Thriller', 'Drama']"
5225,"['Mystery', 'Thriller', 'Horror']"
5226,"['Animation', 'Family']"
5227,"['Drama', 'Crime']"
5228,"['Thriller', 'Drama', 'War']"
5229,"['Thriller', 'Crime', 'Action']"
5230,['Drama']
5231,"['Animation', 'Mystery', 'Family', 'Horror']"
5232,"['Thriller', 'Action']"
5233,"['Romance', 'Comedy']"
5234,"['Mystery', 'Thriller']"
5235,"['Action', 'Adventure', 'Crime', 'Thriller']"
5236,"['Comedy', 'Romance']"
5237,"['Romance', 'Drama']"
5238,"['Crime', 'Thriller', 'Horror']"
5239,"['Action', 'Comedy']"
5240,['Drama']
5241,['Horror']
5242,"['Horror', 'Thriller']"
5243,['Drama']
5244,"['Drama', 'Romance']"
5245,['Comedy']
5246,"['Action', 'Thriller']"
5247,['Drama']
5248,"['War', 'Drama']"
5249,['Drama']
5250,"['Romance', 'Comedy']"
5251,"['Crime', 'Drama']"
5252,['Documentary']
5253,"['Comedy', 'Science Fiction', 'Fantasy', 'Horror']"
5254,"['Horror', 'Science Fiction']"
5255,"['Animation', 'Drama', 'Romance']"
5256,"['Action', 'Drama']"
5257,"['Horror', 'Mystery']"
5258,"['Drama', 'Fantasy', 'Horror']"
5259,['Drama']
5260,"['Horror', 'Action', 'Adventure']"
5261,"['Crime', 'Drama', 'Mystery']"
5262,"['Drama', 'Mystery', 'Thriller']"
5263,['Horror']
5264,"['Action', 'Animation', 'Adventure', 'Fantasy']"
5265,['Drama']
5266,"['Horror', 'Science Fiction']"
5267,"['Drama', 'History', 'War']"
5268,"['Horror', 'Thriller']"
5269,"['Horror', 'Mystery', 'Thriller']"
5270,"['Adventure', 'Animation', 'Family', 'Fantasy']"
5271,"['Crime', 'Drama', 'Thriller', 'Horror']"
5272,['Drama']
5273,"['Horror', 'Comedy']"
5274,"['Action', 'Adventure', 'Fantasy']"
5275,"['Drama', 'Romance']"
5276,"['Drama', 'Romance']"
5277,"['Adventure', 'Romance', 'Comedy']"
5278,"['Fantasy', 'Comedy', 'Family']"
5279,"['Drama', 'History']"
5280,['Drama']
5281,"['Thriller', 'Science Fiction']"
5282,"['Action', 'Thriller', 'Crime', 'Drama']"
5283,"['Animation', 'Romance', 'Drama']"
5284,"['Action', 'Science Fiction']"
5285,"['Adventure', 'Action', 'Thriller', 'Horror', 'History']"
5286,['Documentary']
5287,"['Drama', 'Romance']"
5288,['Comedy']
5289,"['Science Fiction', 'Adventure']"
5290,"['Fantasy', 'Action', 'Mystery']"
5291,['Horror']
5292,"['Animation', 'Action', 'Adventure', 'Science Fiction']"
5293,['Horror']
5294,"['Thriller', 'Mystery']"
5295,"['Animation', 'Action', 'Crime', 'Mystery']"
5296,"['Adventure', 'Animation', 'Family', 'Comedy']"
5297,['Comedy']
5298,"['Drama', 'Comedy']"
5299,"['Horror', 'Mystery']"
5300,"['Action', 'Adventure', 'Thriller']"
5301,"['Drama', 'History', 'War']"
5302,"['Crime', 'Drama']"
5303,"['Science Fiction', 'Adventure', 'Action']"
5304,"['Crime', 'Thriller', 'Action', 'Drama']"
5305,"['Music', 'Drama', 'Romance']"
5306,"['Animation', 'Action', 'Adventure', 'Comedy', 'Fantasy', 'Horror']"
5307,"['Drama', 'Thriller']"
5308,"['Drama', 'Horror', 'Mystery', 'Thriller']"
5309,"['Fantasy', 'Family', 'Horror']"
5310,"['Drama', 'Romance', 'Comedy']"
5311,"['Horror', 'Comedy']"
5312,"['Romance', 'Drama', 'Adventure']"
5313,"['Crime', 'Thriller']"
5314,"['Action', 'Thriller', 'Crime']"
5315,"['Drama', 'Thriller', 'Mystery']"
5316,"['War', 'Action', 'Adventure', 'Thriller']"
5317,"['Adventure', 'Comedy', 'Fantasy']"
5318,"['Thriller', 'Mystery', 'Horror']"
5319,"['War', 'History', 'Drama']"
5320,"['Drama', 'Crime']"
5321,"['Adventure', 'Drama', 'Thriller']"
5322,['Comedy']
5323,"['Comedy', 'Western']"
5324,"['Comedy', 'Drama', 'Romance']"
5325,"['Adventure', 'Fantasy', 'Music', 'Family']"
5326,['Horror']
5327,"['Horror', 'Mystery', 'Thriller']"
5328,"['Adventure', 'Comedy', 'Drama', 'Family']"
5329,"['Thriller', 'Crime', 'Drama']"
5330,['Horror']
5331,"['Comedy', 'Drama', 'Romance']"
5332,"['Animation', 'Fantasy', 'Action', 'Adventure']"
5333,"['Comedy', 'Romance']"
5334,"['Music', 'Drama']"
5335,"['Drama', 'Western']"
5336,"['Documentary', 'Animation']"
5337,"['Drama', 'Thriller']"
5338,"['Drama', 'Action', 'Science Fiction', 'Thriller']"
5339,"['Action', 'Crime', 'Thriller']"
5340,"['Comedy', 'Fantasy', 'Horror']"
5341,"['Thriller', 'Crime', 'Drama']"
5342,"['Comedy', 'Romance', 'Drama']"
5343,"['Comedy', 'Horror']"
5344,"['Drama', 'Comedy', 'Fantasy']"
5345,"['Romance', 'Comedy']"
5346,"['Action', 'Crime', 'Thriller']"
5347,"['Horror', 'Science Fiction']"
5348,"['Drama', 'Thriller']"
5349,"['Science Fiction', 'Comedy', 'Adventure', 'Fantasy']"
5350,"['Comedy', 'Science Fiction', 'Fantasy', 'Horror']"
5351,['Action']
5352,"['Horror', 'Thriller']"
5353,"['Horror', 'Action', 'Science Fiction']"
5354,"['Animation', 'Fantasy', 'Action', 'Mystery']"
5355,['Documentary']
5356,"['Adventure', 'Fantasy', 'Animation', 'Family']"
5357,"['Drama', 'Thriller']"
5358,"['Action', 'Adventure', 'Comedy', 'Crime', 'Drama', 'Thriller']"
5359,"['Comedy', 'Family']"
5360,"['Drama', 'Romance']"
5361,"['Adventure', 'Romance', 'Comedy']"
5362,"['Fantasy', 'Comedy', 'Family']"
5363,"['Drama', 'History']"
5364,"['Science Fiction', 'Action', 'Adventure', 'Thriller']"
5365,"['Drama', 'Science Fiction', 'Thriller']"
5366,"['Comedy', 'Fantasy', 'Romance']"
5367,['Drama']
5368,"['Family', 'Adventure', 'Drama']"
5369,"['Action', 'Drama', 'History']"
5370,"['Horror', 'Thriller', 'Mystery']"
5371,"['Action', 'Thriller', 'Crime']"
5372,"['Comedy', 'Action']"
5373,"['Drama', 'Thriller']"
5374,"['Thriller', 'Drama']"
5375,"['Animation', 'Family', 'Drama']"
5376,"['Action', 'Adventure', 'Family', 'Comedy', 'Science Fiction', 'Drama']"
5377,"['Science Fiction', 'Comedy', 'Adventure', 'Action']"
5378,"['Drama', 'Crime']"
5379,"['Adventure', 'Action', 'Animation']"
5380,['Science Fiction']
5381,"['Drama', 'Music']"
5382,"['Comedy', 'Drama', 'Romance']"
5383,"['Drama', 'Romance']"
5384,"['Science Fiction', 'Comedy', 'Romance']"
5385,"['Drama', 'Horror']"
5386,['Horror']
5387,"['Comedy', 'Family']"
5388,['Horror']
5389,"['Drama', 'Thriller', 'Horror']"
5390,"['Action', 'Crime', 'Science Fiction', 'Thriller']"
5391,"['Action', 'Horror', 'Science Fiction']"
5392,"['Action', 'Drama']"
5393,"['Science Fiction', 'Thriller']"
5394,"['Comedy', 'Drama']"
5395,"['Family', 'Adventure', 'Animation', 'Comedy', 'Fantasy']"
5396,"['Drama', 'Thriller']"
5397,"['Adventure', 'Horror', 'Action', 'History']"
5398,['Drama']
5399,"['Romance', 'Drama']"
5400,"['Science Fiction', 'Action', 'Drama']"
5401,['Western']
5402,"['Adventure', 'Fantasy', 'Family', 'Action']"
5403,"['Drama', 'Thriller', 'Science Fiction']"
5404,"['Romance', 'Drama']"
5405,"['Drama', 'Comedy', 'Romance']"
5406,['Thriller']
5407,"['Music', 'Comedy']"
5408,"['Drama', 'Romance']"
5409,"['Horror', 'Drama']"
5410,"['Crime', 'Thriller']"
5411,['Horror']
5412,"['Action', 'Adventure']"
5413,"['Drama', 'Fantasy', 'Romance']"
5414,"['Science Fiction', 'Action']"
5415,"['Science Fiction', 'Horror']"
5416,"['Comedy', 'Romance']"
5417,"['Action', 'Adventure', 'Thriller', 'Drama']"
5418,"['Fantasy', 'Family', 'Comedy']"
5419,"['Drama', 'Crime']"
5420,"['Drama', 'Romance', 'Adventure']"
5421,"['Science Fiction', 'Drama', 'Mystery']"
5422,"['Action', 'Crime', 'Thriller']"
5423,['Drama']
5424,"['Thriller', 'Horror']"
5425,"['Action', 'Crime', 'Drama', 'Thriller']"
5426,"['Romance', 'Comedy', 'Action', 'Adventure']"
5427,"['Drama', 'Action', 'Thriller']"
5428,"['Drama', 'Mystery', 'Thriller', 'Romance']"
5429,"['Thriller', 'Horror', 'Mystery']"
5430,"['Thriller', 'Crime', 'Drama']"
5431,"['Comedy', 'Crime']"
5432,"['Animation', 'Romance']"
5433,"['Science Fiction', 'Action', 'Thriller']"
5434,"['Thriller', 'Science Fiction']"
5435,"['Comedy', 'Romance']"
5436,"['Horror', 'Science Fiction']"
5437,"['Action', 'Romance', 'War']"
5438,['Drama']
5439,['Drama']
5440,['Drama']
5441,"['Fantasy', 'Comedy', 'Drama', 'Romance']"
5442,"['Horror', 'Mystery', 'Thriller']"
5443,"['Drama', 'Crime', 'Thriller']"
5444,['Comedy']
5445,"['Drama', 'History']"
5446,"['Thriller', 'Crime', 'Drama']"
5447,"['Comedy', 'Drama', 'Fantasy']"
5448,"['Fantasy', 'Comedy']"
5449,"['Comedy', 'Drama', 'Romance']"
5450,"['Comedy', 'Horror', 'Thriller']"
5451,"['Drama', 'Horror', 'Mystery', 'Thriller']"
5452,"['Drama', 'Crime', 'Thriller']"
5453,['Horror']
5454,"['Science Fiction', 'Animation', 'Action']"
5455,"['Crime', 'Thriller', 'Drama']"
5456,"['Action', 'Crime', 'Thriller']"
5457,"['Drama', 'Thriller']"
5458,"['Family', 'Comedy']"
5459,['Comedy']
5460,"['Drama', 'History', 'War']"
5461,"['Comedy', 'Romance']"
5462,"['Thriller', 'Romance']"
5463,['Drama']
5464,['Thriller']
5465,"['Animation', 'Drama', 'Science Fiction']"
5466,['Comedy']
5467,"['Family', 'Animation', 'Adventure', 'Fantasy']"
5468,['Horror']
5469,"['Thriller', 'Horror', 'Fantasy']"
5470,"['Drama', 'Romance']"
5471,"['Animation', 'Comedy', 'Family']"
5472,['Comedy']
5473,"['Horror', 'Thriller', 'Mystery']"
5474,"['Action', 'Thriller', 'Crime']"
5475,"['Science Fiction', 'Action']"
5476,"['Drama', 'History', 'Romance']"
5477,"['Horror', 'Thriller']"
5478,"['Action', 'Crime', 'Thriller']"
5479,"['Drama', 'Action', 'Thriller']"
5480,"['Horror', 'Fantasy', 'Science Fiction', 'Thriller']"
5481,"['Action', 'Adventure', 'Comedy']"
5482,['Drama']
5483,['Drama']
5484,"['Action', 'Thriller']"
5485,"['Music', 'Comedy', 'Drama']"
5486,"['Action', 'Crime', 'Thriller']"
5487,['Comedy']
5488,"['Drama', 'Thriller']"
5489,"['TV Movie', 'Comedy', 'Family']"
5490,['Drama']
5491,"['Drama', 'Romance']"
5492,"['Action', 'Science Fiction']"
5493,"['Crime', 'Drama']"
5494,"['Romance', 'Drama']"
5495,"['Drama', 'Science Fiction']"
5496,"['Thriller', 'Crime', 'Drama']"
5497,"['Drama', 'Thriller']"
5498,"['Comedy', 'Drama']"
